店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
三紀,庄内駅 854m,喫茶店,,,5,,-,-,大阪府豊中市大黒町1-21-1
愛菜 蛍池店,蛍池駅 39m,弁当,,3,2,10,-,-,大阪府豊中市蛍池中町3-2-1 コープ蛍池店
北川水産 海風,服部天神駅 235m,居酒屋、海鮮,,3.05,8,299,-,-,大阪府豊中市服部豊町1-3-6
釋,豊中駅 548m,お好み焼き、鉄板焼き、居酒屋,,3.02,5,267,"￥3,000～￥3,999",-,大阪府豊中市立花町2-1-22
おいしか弁当,庄内駅 800m,弁当,,3.02,5,70,～￥999,～￥999,大阪府豊中市豊南町3-4-5
なんてん,豊中市,喫茶店,,3.05,8,54,-,-,大阪府豊中市熊野町4-1-57
マクドナルド 北急緑地公園駅店,緑地公園駅 58m,ハンバーガー、カフェ,,3.03,25,120,～￥999,～￥999,大阪府豊中市寺内2-4-1
マルヤス 東豊中店,少路（大阪モノレール）駅 986m,コンビニ・スーパー,,3.05,3,9,-,-,大阪府豊中市東豊中町4-4-15
韓国料理 ゴヒャン,服部天神駅 90m,韓国料理、居酒屋、食堂,,3.07,7,126,-,～￥999,大阪府豊中市服部元町1-9-14 ゆたか3号館 1F
ホテルファインガーデン 豊中(伊丹空港),蛍池駅 859m,ホテル,,3.07,1,,"￥8,000～￥9,999",-,大阪府豊中市箕輪3-2-5
BAR お酒の美術館 大阪モノレール蛍池駅店,蛍池駅 17m,バー,,3.01,2,10,-,-,大阪府豊中市蛍池中町3-1
アレックス,岡町駅 61m,喫茶店,,3.01,2,31,-,-,大阪府豊中市岡町北1-1-20
もだんや,庄内駅 196m,お好み焼き,,3.02,1,7,-,-,大阪府豊中市庄内西町3-7-40 三丁目広場 1F
喫茶 サントス,豊中駅 135m,喫茶店,,3.04,2,33,-,-,大阪府豊中市本町1-12
カフェ レスト,千里中央駅 477m,カフェ,,3.14,13,50,-,-,大阪府豊中市新千里東町1-2-20 2F
太鼓亭 豊中春日店,豊中市,うどん、そば、丼,,3.12,56,333,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市春日町5-9-18
とりあん 豊中店,少路（大阪モノレール）駅 953m,からあげ,,3.03,16,386,～￥999,～￥999,大阪府豊中市東豊中町4-1-5 1F
TOIRONIみらいたべる食堂,少路（大阪モノレール）駅 296m,カフェ,,,6,,-,-,大阪府豊中市少路2-9-20 さわらぎ産科婦人科豊中少路クリニック 1F
和旬菜 せつだ,豊中駅 257m,創作料理、居酒屋、日本料理,,3.44,50,3457,"￥4,000～￥4,999",-,大阪府豊中市本町1-5-10 フクジュビル 1F
ニューアストリア,千里中央駅 183m,喫茶店、サンドイッチ、カフェ,,3.72,1292,33263,～￥999,～￥999,大阪府豊中市新千里東町1-3-8 せんちゅうパル　Ｂ１Ｆ
牛めし つの田,千里中央駅 261m,弁当,,3.04,2,10,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
王道居酒屋 のりを 庄内店,庄内駅 119m,居酒屋、もつ鍋、焼き鳥,,3.03,15,212,"￥2,000～￥2,999",-,大阪府豊中市庄内東町2-4-1 ２Ｆ
トリーゴ,蛍池駅 397m,パン、サンドイッチ,,3.22,32,556,-,-,大阪府豊中市蛍池西町1-26-5
叶匠寿庵 千里阪急店,千里中央駅 276m,和菓子,,3.05,6,65,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
食彩中華 華蝶,岡町駅 536m,中華料理,,3.21,25,434,-,"￥1,000～￥1,999",大阪府豊中市中桜塚3-5-30 プレール桜塚 103
喫茶POARO,庄内駅 115m,喫茶店、かき氷,,,29,,-,～￥999,大阪府豊中市庄内西町2-20-4
焼とり 吉鳥 蛍池駅前店,蛍池駅 53m,焼き鳥,,3.07,9,92,-,-,大阪府豊中市蛍池東町1-4-6 1F
マッシモフェラーリ,豊中駅 184m,イタリアン,,3.15,8,539,"￥10,000～￥14,999",-,大阪府豊中市本町3-3-2
藍天,服部天神駅 168m,中華料理、担々麺、飲茶・点心,,3.32,87,4852,"￥1,000～￥1,999",～￥999,大阪府豊中市服部本町1-7-11
ファミリーマート 曽根東町店,曽根駅 135m,コンビニ・スーパー,,,1,4,-,-,大阪府豊中市曽根東町1-2-7
ノスタルジア デッリタリア,豊中市,イタリアン、カフェ,,,83,,-,-,大阪府豊中市向ヶ丘3-11-49
京屋和菓子,服部天神駅 675m,和菓子,,3.03,2,58,-,-,大阪府豊中市浜1丁目25-11
酒蔵えるく,神崎川駅 871m,居酒屋,,3.02,1,4,-,-,大阪府豊中市大島町1-1-5
マミー,三国駅 459m,ジェラート・アイスクリーム、ジューススタンド、かき氷,,3.02,3,32,-,-,大阪府豊中市神州町1-16 神州温泉 あるごの湯
宮田酒店,庄内駅 92m,立ち飲み,,,1,74,-,-,大阪府豊中市庄内東町1-9-9
カンティプル,豊中市,インド料理、インドカレー,,3.02,2,13,-,-,大阪府豊中市長興寺南4-3-22
焼肉 三太,三国駅 625m,焼肉,,3.08,12,197,"￥2,000～￥2,999",～￥999,大阪府豊中市三和町2-3-12
インド料理 MAITA,大阪空港駅 219m,カレー、インドカレー、アジア・エスニック,,3.01,1,80,"￥1,000～￥1,999",～￥999,大阪府豊中市蛍池西町2-7-26
Cafe claps,園田駅 887m,カフェ,,3.12,15,387,-,"￥1,000～￥1,999",大阪府豊中市今在家町8-6
酒処 仙人掌,服部天神駅 369m,居酒屋,,,1,5,-,-,大阪府豊中市服部豊町2-1-7
一眞,緑地公園駅 232m,ふぐ,,3.75,72,4788,"￥30,000～￥39,999",-,大阪府豊中市寺内2-2-3
春奈,蛍池駅 116m,焼き鳥,,,6,,-,-,大阪府豊中市螢池中町2-3-1
ハイボール居酒屋まあさん 豊中駅前店,豊中駅 60m,沖縄料理、居酒屋,,3.04,9,293,"￥4,000～￥4,999",-,大阪府豊中市玉井町1-2-17
かっぱ寿司 豊中庄内店,三国駅 748m,回転寿司、海鮮、日本料理,,3.03,36,157,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市三和町2-2-3
大寅 千里阪急店,千里中央駅 265m,揚げ物,,3,1,13,-,-,大阪府豊中市新千里東町1-5-1 千里阪急店 B1F
豊南寿司,庄内駅 74m,寿司,,3.04,7,33,-,-,大阪府豊中市庄内東町1-7-19
立ち呑み処 筍,庄内駅 236m,立ち飲み,,3.04,6,116,-,-,大阪府豊中市庄内西町1-1-7 庄内ビル 1F
焼鳥 本陣,服部天神駅 158m,焼き鳥,,3.15,6,111,-,-,大阪府豊中市服部元町1-13-4
マリブ 曽根店,曽根駅 103m,焼き鳥,,3.01,4,87,-,-,大阪府豊中市曽根西町1-2-5 1F
野菜とつぶつぶ アプサラカフェ LABI千里中央店,千里中央駅 506m,カフェ,,3.3,44,1275,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-2-20 LABI 4F
義八,庄内駅 115m,居酒屋,,3.02,1,25,-,-,大阪府豊中市庄内西町2-23-41
ごはん 新新,三国駅 716m,居酒屋,,3.02,1,5,-,-,大阪府豊中市日出町2-1
炭火焼鳥 小鉄 豊中店,岡町駅 488m,焼き鳥,,3.08,10,142,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市中桜塚3-10-3
よりみちイタリアン食堂 フィッチェ,豊中駅 222m,イタリアン、パスタ、バル,,3.22,27,837,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町1-2-17
喫茶サン,豊中市,喫茶店,,3.02,1,5,-,-,大阪府豊中市島江町1-3-14
浜焼太郎 豊中庄内店,庄内駅 113m,居酒屋、海鮮、日本料理,,3.01,4,122,"￥2,000～￥2,999",-,大阪府豊中市庄内東町2-1-15
おんどり庵 庄内店,庄内駅 104m,焼き鳥,,3.03,13,150,"￥3,000～￥3,999",-,大阪府豊中市庄内西町2-4-1
かじまやー,岡町駅 436m,沖縄料理、沖縄そば,,3.18,49,962,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市中桜塚2-20-10 サンリッチビル　１Ｆ
おにぎり屋 まりちゃん,庄内駅 500m,おにぎり,,3.02,3,42,-,-,大阪府豊中市庄内西町5-4-1
Shot Bar J,豊中駅 245m,バー,,,32,,"￥3,000～￥3,999",-,大阪府豊中市本町1-3-19
アクセル,神崎川駅 323m,食堂、カフェ,,,1,3,-,-,大阪府豊中市大島町3-10-2
ふじ,庄内駅 780m,焼肉、ホルモン,,3.03,5,190,"￥2,000～￥2,999",-,大阪府豊中市豊南町西3-6-9
のんき寿し,庄内駅 781m,寿司,,3.04,4,67,-,-,大阪府豊中市庄内栄町4-4-4
酒とめしらっきぃ,豊中駅 88m,食堂,,,24,,-,-,大阪府豊中市本町1-10-1
Pane Volare,柴原阪大前駅 521m,パン,,3.47,106,6275,～￥999,～￥999,大阪府豊中市待兼山町1-21
あほや 上野店,豊中市,たこ焼き,,3.01,7,65,-,-,大阪府豊中市上野東2-2-50
喝采 桃山台本店,桃山台駅 561m,串揚げ、ヨーロッパ料理、ワインバー,,3.19,29,1075,"￥6,000～￥7,999",-,大阪府豊中市新千里南町3-1-13 マンションニュー千里　1F
Nico食堂,岡町駅 245m,食堂、弁当,,3.21,16,482,-,～￥999,大阪府豊中市中桜塚2-26-14
六花,豊中駅 385m,食堂,,3.07,6,175,-,"￥1,000～￥1,999",大阪府豊中市本町5-1-6
Sパークローソン 千里店,千里中央駅 903m,コンビニ・スーパー,,3,1,3,-,-,大阪府豊中市新千里東町3-8-3
寿司たく,千里中央駅 670m,寿司,,3.05,11,194,-,"￥1,000～￥1,999",大阪府豊中市上新田2-15-5
吉野家 服部天神店,服部天神駅 109m,牛丼,,3,3,24,-,-,大阪府豊中市服部西町1-3-34
LAWSON 大阪国際空港店,大阪空港駅 85m,コンビニ・スーパー,,3.03,17,47,-,-,大阪府豊中市蛍池西町3-555 中央ターミナル 1階
POCA,豊中駅 475m,カフェ,,,6,,-,-,大阪府豊中市本町1-13-34 チュリオビル191号
徳三郎本舗 米人キッチン 豊中店,豊中駅 85m,おにぎり、弁当、惣菜・デリ,,,1,2,～￥999,～￥999,大阪府豊中市本町1-10-1 ボーゼム豊中第一ビル
daidokoro,庄内駅 114m,立ち飲み,,3.05,3,121,-,-,大阪府豊中市庄内東町2-4-2
Happy Present,豊中駅 53m,居酒屋,,,1,79,-,-,大阪府豊中市玉井町1-2-1 豊中駅前ビルディング 1F
居酒屋 貞,庄内駅 120m,居酒屋,,,1,17,-,-,大阪府豊中市庄内西町2-23-41
手包み餃子と中華キッチン ひげ,桃山台駅 850m,中華料理、餃子,,3.1,13,410,"￥1,000～￥1,999",～￥999,大阪府豊中市東泉丘2-6-26
CoCo壱番屋 豊中緑地公園店,緑地公園駅 204m,カレー,,3.02,15,117,-,～￥999,大阪府豊中市寺内2-2-27 シルフィード緑 １Ｆ
おいで屋,桜井駅 872m,たこ焼き、お好み焼き,,3.03,6,35,-,-,大阪府豊中市春日町3-1-50 シャトル松尾 1F
美食倶楽部 豊中 ささ木,服部天神駅 179m,日本料理,,3.03,4,170,"￥20,000～￥29,999","￥20,000～￥29,999",大阪府豊中市服部南町1-3-9 3Ｆ （笹庵はなれ）
麺舞台,岡町駅 301m,ラーメン,,3.27,62,780,"￥1,000～￥1,999",～￥999,大阪府豊中市岡町4-10
とんかつ 神楽坂 さくら イオンタウン豊中庄内店,庄内駅 649m,とんかつ,,3.09,18,94,-,"￥1,000～￥1,999",大阪府豊中市庄内西町5-1-22
ラーメン 虎と龍 豊中　夕日丘店,豊中市,ラーメン,,3.06,70,825,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市夕日丘2-4-3
ごちそう村 豊中上新田店,桃山台駅 745m,居酒屋,,3.06,40,492,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市上新田4-29-3
music cafe wolverine,豊中駅 214m,カフェ,,3.04,2,51,-,-,大阪府豊中市本町3-14-7 ギャラクシー豊中本町ビル 1F
アルゴキッチン,三国駅 362m,麺類、ピザ、カフェ,,3.06,14,58,～￥999,～￥999,大阪府豊中市神州町1-15 ALGO7 2F
ラウンジ アルファ,曽根駅 510m,バー,,,3,,-,-,大阪府豊中市曽根東町2-12-13 ルモンド曽根 2F
京都ヴェネト,大阪空港駅 140m,洋菓子、和菓子,,3.15,25,279,-,-,大阪府豊中市蛍池西町3-555 大阪空港 北ターミナルビル 2F 空港専門大店2号店
ワインショップ アルファ,曽根駅 401m,その他,,3.04,3,86,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市曽根南町1-20-22 1F
小鳥遊,曽根駅 486m,焼き鳥,,3.04,5,104,-,-,大阪府豊中市南桜塚1-21-18
セブンイレブン 豊中千成町店,神崎川駅 781m,コンビニ・スーパー,,3,1,4,-,-,大阪府豊中市千成町3-2-11
ぶんぶん,庄内駅 832m,喫茶店,,,4,,-,-,大阪府豊中市庄内幸町5-16-14
服部珈琲,服部天神駅 100m,喫茶店,,3.14,20,204,-,-,大阪府豊中市服部豊町1-2-2
笑ふく,三国駅 648m,居酒屋,,,1,,"￥2,000～￥2,999",-,大阪府豊中市三和町2-3-10
Standard Café & Gallery 緑地公園店,緑地公園駅 89m,カフェ,,3.24,32,849,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市寺内2-13-5 1F
料理屋くおん,岡町駅 827m,日本料理,,3.64,95,6944,"￥10,000～￥14,999","￥4,000～￥4,999",大阪府豊中市北桜塚3-7-28
酒蔵こっこ,岡町駅 582m,焼き鳥,,3.02,1,26,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市宝山町2-34
両國,豊中市,たこ焼き、ちゃんぽん,,3.02,3,29,-,-,大阪府豊中市長興寺南4-1-22
ひでみ,庄内駅 672m,食堂、弁当,,3.01,2,19,-,～￥999,大阪府豊中市庄内幸町2-11-18
豆狸 千里阪急店,千里中央駅 292m,いなり寿司,,3.01,8,87,～￥999,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
鳥貴族 せんちゅうパル店,千里中央駅 271m,焼き鳥,,3.05,22,181,"￥3,000～￥3,999",-,大阪府豊中市新千里東町1-3 せんちゅうパル 3F 324-1区画
まほろばてい 蛍池店,蛍池駅 725m,中華料理、ラーメン,,3.29,37,748,～￥999,～￥999,大阪府豊中市清風荘1-3-10
LAWSON 豊中神州町店,神崎川駅 599m,コンビニ・スーパー,,3,2,7,-,-,大阪府豊中市神州町2-77
セブンイレブン 豊中新千里南町2丁目店,桃山台駅 589m,コンビニ・スーパー,,3,3,5,-,-,大阪府豊中市新千里南町2-5-14
すし寅,岡町駅 118m,寿司,,3.08,9,158,-,-,大阪府豊中市岡町北1-2-8
鰻の成瀬 豊中店,豊中駅 138m,うなぎ,,3.03,14,529,-,-,大阪府豊中市本町1-2-49
純喫茶ルヴァン,服部天神駅 609m,喫茶店,,,2,90,-,～￥999,大阪府豊中市服部南町3-9-12
鯨肉専門店 くじらの田井,庄内駅 74m,その他,,3.01,1,67,-,-,大阪府豊中市庄内東町1-7-19 豊南市場
鶏幸,服部天神駅 73m,焼き鳥,,3.09,8,331,"￥3,000～￥3,999",-,大阪府豊中市服部西町1-2-29
昼呑み 丸屋 庄内銀座酒場,庄内駅 33m,居酒屋、串揚げ、海鮮,,3.08,13,438,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市庄内東町1-7-39
駅前スタンド 庄内屋,庄内駅 115m,ダイニングバー,,,10,,-,-,大阪府豊中市庄内東町1-4-20
お酒の美術館 千里中央店,千里中央駅 150m,バー,,3.03,12,91,"￥1,000～￥1,999",-,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
和風スナック やさ,蛍池駅 134m,喫茶店、日本料理、バー,,3.06,5,63,-,"￥1,000～￥1,999",大阪府豊中市蛍池東町1-2-9 ビジネスホテルつじ井 1F
天津甘栗専門店 テンシン,豊中駅 963m,スイーツ,,,1,42,-,-,大阪府豊中市本町8-7-23
ふる里,豊中市,お好み焼き、食堂、居酒屋,,3.03,3,41,-,-,大阪府豊中市北条町2-26-11
晴レル夜Curry,緑地公園駅 220m,カレー,,3.04,5,137,-,-,大阪府豊中市東寺内町 14-28-101
ニジイロ食堂,豊中駅 541m,食堂、居酒屋,,3.44,146,6327,"￥5,000～￥5,999",-,大阪府豊中市岡上の町1-9-1
小田茂信の店,豊中駅 536m,郷土料理、居酒屋、焼酎バー,,3.18,20,1263,"￥6,000～￥7,999",-,大阪府豊中市本町6-1-1
かっぱ寿司 豊中上新田店,千里中央駅 789m,回転寿司,,3.03,21,131,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田4-5-5-2
ふじ寿し,庄内駅 995m,寿司,,,1,,-,-,大阪府豊中市庄内栄町5-4-11
酒菜鮮房にし家,豊中駅 207m,居酒屋,,3.09,7,167,-,-,大阪府豊中市本町1-3-3
移転Point,豊中市,フレンチ,,4.17,81,10926,"￥20,000～￥29,999","￥10,000～￥14,999",大阪府豊中市上野東2-17-47
お好み焼き 妙ちゃん,桃山台駅 558m,お好み焼き,,,51,,-,-,大阪府豊中市千里南町3-1-18 ローリエ千里 104
日和,岡町駅 105m,和菓子,,3,4,34,-,-,大阪府豊中市岡町8-17
満,庄内駅 107m,お好み焼き,,,5,,-,-,大阪府豊中市庄内東町1-6-2
泡家系ラーメン 薩摩家 2号店,岡町駅 726m,ラーメン,,3.12,54,1481,～￥999,～￥999,大阪府豊中市宝山町23-11
弁当屋 りあん 豊中店,服部天神駅 691m,弁当,,3,1,2,-,-,大阪府豊中市浜1-26-1
あげた亭,庄内駅 311m,弁当,,3.02,6,150,-,-,大阪府豊中市庄内西町3-15-5
おたべ 大阪国際空港店,大阪空港駅 107m,和菓子,,3.03,12,40,-,-,大阪府豊中市蛍池西町3-555 大阪国際空港 2F
肉のマルトヨ数磨,豊中駅 784m,惣菜・デリ,,3.04,3,56,-,-,大阪府豊中市本町6-7-8
モスバーガー 豊中名神口店,豊中市,ハンバーガー,,3.04,22,75,-,～￥999,大阪府豊中市名神口1-1-1
鮨 こだん,少路（大阪モノレール）駅 523m,寿司,,3.48,23,1542,"￥10,000～￥14,999","￥10,000～￥14,999",大阪府豊中市上野坂2-1-19
マクドナルド １７６庄内店,庄内駅 476m,ハンバーガー,,3.03,10,54,-,～￥999,大阪府豊中市庄内西町5-1-7
酣処それなり,庄内駅 168m,立ち飲み,,3.02,2,10,-,-,大阪府豊中市庄内東町2-3-10
たつみ,庄内駅 120m,食堂,,3,2,16,-,-,大阪府豊中市庄内東町4-2-28
来夢来人,岡町駅 64m,中華料理、ラーメン、つけ麺,,3.68,182,6603,"￥1,000～￥1,999",～￥999,大阪府豊中市中桜塚1丁目2-4
酒のたしなみ田矢,服部天神駅 112m,居酒屋,,3.04,7,97,-,-,大阪府豊中市服部西町1-3-33
丹洛,豊中市,和菓子,,3.07,13,314,-,-,大阪府豊中市小曽根2-1-9
しらすや,豊中市,その他,,3.02,5,132,-,-,大阪府豊中市東豊中町5-1-15
王様印 蛍池店,蛍池駅 39m,スイーツ、たい焼き・大判焼き、和菓子,,3.02,3,112,～￥999,～￥999,大阪府豊中市蛍池中町3-1 大阪モノレール蛍池駅
京都キョーワズ珈琲 イオンSENRITO店,千里中央駅 126m,喫茶店,,3.01,4,23,-,-,大阪府豊中市新千里東町1-1-3 イオンSENRITO専門館 2F
一福 豊中緑地公園店,緑地公園駅 122m,ラーメン、担々麺,,3.39,111,1633,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市寺内2-13-7
やきとり育郎,服部天神駅 295m,焼き鳥,,3.03,4,63,-,-,大阪府豊中市服部豊町1-3-15
ブールミッシュ 岡町店,岡町駅 325m,ケーキ、マカロン、洋菓子,,3,4,58,-,-,大阪府豊中市中桜塚2-18-4
Imo Shop Tom,服部天神駅 93m,スイーツ,,3.05,3,47,-,-,大阪府豊中市服部豊町1-2-2
炭火酒場おにまる,庄内駅 158m,居酒屋,,3.04,2,27,-,-,大阪府豊中市庄内東町2-2-12
サウスウッド,岡町駅 655m,洋食、カフェ、ケーキ,,3.37,91,6058,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市岡町南3-5-7
バー チェット,豊中駅 136m,バー,,,37,,"￥2,000～￥2,999",-,大阪府豊中市本町1-12-30 丸本ビル 3F
松葉亭,豊中市,かに,,3.51,18,1473,"￥20,000～￥29,999",-,大阪府豊中市東豊中町4-16-10
豊麺 服部店,服部天神駅 54m,ラーメン、油そば・まぜそば,,3.04,9,92,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部豊町1-1-3
TS FIVE COFFEE ROASTERS,桃山台駅 565m,カフェ,,,1,13,-,-,大阪府豊中市新千里南町3-1-13 103
森のおはぎ,岡町駅 359m,和菓子,,3.62,359,18070,～￥999,-,大阪府豊中市中桜塚2-25-10
ディアローゴ,豊中駅 109m,カフェ,,3.12,33,919,-,～￥999,大阪府豊中市本町1-11-48
居酒屋 繁,庄内駅 121m,居酒屋,,3.02,1,9,"￥3,000～￥3,999","￥2,000～￥2,999",大阪府豊中市庄内西町2-20-5
ニュータージマハルエベレスト,三国駅 384m,インド料理、ネパール料理、インドカレー,,,2,3,-,-,大阪府豊中市三国1-11-5
諸國屋 伊丹空港店,大阪空港駅 137m,その他,,3.04,15,65,-,-,大阪府豊中市蛍池西町3-555 大阪国際空港 北ターミナル 2F
謙信,豊中駅 184m,ラーメン、餃子,,3.52,343,8092,"￥1,000～￥1,999",～￥999,大阪府豊中市本町1-7-1 蝶六ビル 1F
ビュー ドｳ パリ,蛍池駅 342m,ケーキ、カフェ,,3.1,15,227,～￥999,～￥999,大阪府豊中市蛍池北町1-2-4
マリブ,服部天神駅 69m,焼き鳥、鳥料理、串焼き,,3.03,7,105,-,-,大阪府豊中市服部豊町1-6-1
Tsurumi Confect,服部天神駅 311m,ケーキ,,3.09,16,166,～￥999,-,大阪府豊中市服部南町2-3-1
とんから亭 豊中南店,庄内駅 748m,とんかつ,,3.04,21,159,-,"￥1,000～￥1,999",大阪府豊中市豊南町東3-1-12
寿し豊,庄内駅 35m,寿司,,3.09,23,384,"￥3,000～￥3,999",～￥999,大阪府豊中市庄内東町1-9-21
ショットバー・リー,服部天神駅 656m,バー,,3.07,11,277,-,-,大阪府豊中市服部豊町2-20-12
今夜もアイス 豊中岡町店,岡町駅 29m,ジェラート・アイスクリーム,,3.01,3,14,-,-,大阪府豊中市中桜塚1-2-38
ギュルリーシュシュ,少路（大阪モノレール）駅 592m,カフェ,,,21,,-,-,大阪府豊中市上野坂1-4-10
京都 はち助,庄内駅 291m,お好み焼き、たい焼き・大判焼き,,3.03,14,70,-,～￥999,大阪府豊中市庄内西町3-19-14
肉工房 千里屋 千里中央店,千里中央駅 159m,その他,,3.04,9,129,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
太一寿司,庄内駅 759m,寿司,,,1,15,-,-,大阪府豊中市庄内栄町3-23-3
中西怪奇菓子工房。,大阪空港駅 3m,洋菓子,,3,3,72,-,-,大阪府豊中市蛍池3-569-3 モノレール大阪空港駅
cafe blue,豊中駅 607m,カフェ,,3,1,85,-,～￥999,大阪府豊中市本町5-13-46
LIFE 豊中店,豊中駅 496m,コンビニ・スーパー,,,1,2,-,-,大阪府豊中市本町5-2-7
ドロップイン,柴原阪大前駅 814m,バル、パスタ、バー,,3.03,4,112,"￥1,000～￥1,999",-,大阪府豊中市春日町1-1-5
獅子道らーめん,豊中駅 290m,ラーメン,,3.19,75,825,～￥999,"￥1,000～￥1,999",大阪府豊中市本町1-4-9
千鳥屋 曽根店,曽根駅 157m,和菓子,,3.06,4,18,-,-,大阪府豊中市曽根東町1-10-3
宇治豊香園,庄内駅 62m,その他,,,1,3,-,-,大阪府豊中市庄内東町1-7-19 豊南市場内
中華料理菊水,服部天神駅 850m,中華料理,,3.18,30,1013,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市北条町2-9-12
お好み・鉄板焼き ふく,豊中駅 37m,お好み焼き、鉄板焼き、居酒屋,【豊中駅直結】ふわふわ食感の“関西お好み焼き”を、昼夜問わず気軽に満喫♪テイクアウトOK◎,3.07,8,86,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市玉井町1-1-1 エトレ豊中 4F
ホノルルアサイー 豊中店,岡町駅 30m,ジェラート・アイスクリーム,,3.06,5,81,～￥999,～￥999,大阪府豊中市中桜塚1-2-38
サンドイッチショップ サカワキ,豊中市,サンドイッチ,,3.05,3,59,-,-,大阪府豊中市夕日丘1-1-7
チャイナチューボー 千里阪急店,千里中央駅 292m,弁当,,3,4,18,-,-,大阪府豊中市新千里東町1-5-1 阪急阪神百貨店 B1F
生パスタの店 フェリーチェ,岡町駅 94m,パスタ,,3.07,17,509,-,"￥1,000～￥1,999",大阪府豊中市岡町南1-1-22
串かつ市場 緑地公園店,緑地公園駅 62m,串揚げ、居酒屋、もつ鍋,,3.07,24,940,"￥2,000～￥2,999",～￥999,大阪府豊中市寺内2-13-1 1F
サンドッグイン神戸屋 緑地公園駅店,緑地公園駅 59m,パン、カフェ,,3.18,27,443,-,～￥999,大阪府豊中市寺内2-4-1 緑地駅ビル 1F
ラーメンゆれる,石橋阪大前駅 251m,ラーメン、油そば・まぜそば,,3.42,81,1767,-,～￥999,大阪府豊中市待兼山町21-3
コーヒーハウスパパゲーノ,岡町駅 375m,喫茶店,,,5,,-,-,大阪府豊中市中桜塚2-25-12
TERRA COFFEE ROASTERS 新千里東店,千里中央駅 962m,カフェ,,3.04,6,354,-,-,大阪府豊中市新千里東町3-3-120 パークホームズ千里中央ザレジデンス 1F
ワインスタンド しゃぶちん,千里中央駅 360m,ワインバー,,3.43,55,898,"￥3,000～￥3,999",-,大阪府豊中市新千里東町1-3-149 せんちゅうパル B1F
スギドラッグ 庄内東店,庄内駅 71m,その他,,,,,-,-,大阪府豊中市庄内東町1-7-19
菊,服部天神駅 327m,喫茶店,,,4,,-,-,大阪府豊中市服部本町1-5-27
津の国屋　ボンクリス,柴原阪大前駅 569m,和菓子、ケーキ,,3.08,12,137,-,-,大阪府豊中市柴原町3丁目11-10
クレープモンキー 豊中庄内幸町店,庄内駅 732m,クレープ・ガレット,,,10,,-,-,大阪府豊中市庄内幸町4-23-10 イズスホワイトビル 1F
細うどん 黒門さかえ,豊中市,うどん、カレーうどん,,3.37,78,4156,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田4-16-2
洋膳花水木,豊中市,フレンチ,,3.05,8,198,-,-,大阪府豊中市栗ヶ丘町9-31
ダイヤモンド・プレミアラウンジ 大阪国際(伊丹)空港,大阪空港駅 171m,その他,,3.17,97,284,～￥999,-,大阪府豊中市蛍池西町3-555 大阪国際空港 ターミナルビル 3F
ヴィジェイジャムナ,蛍池駅 79m,インド料理,,3.1,26,403,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市螢池東町1-6 -2
そば太鼓亭 豊中北緑丘店,箕面船場阪大前駅 918m,そば,,3.06,27,126,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市北緑丘2-8-6
Nepali Kitchen Grish Curry House,服部天神駅 934m,インドカレー、インド料理、ネパール料理,,,3,,-,-,大阪府豊中市小曽根1-3-1
ムッシュ マキノ 向丘本店,少路（大阪モノレール）駅 631m,ケーキ,,3.5,190,4132,-,-,大阪府豊中市向丘2-10-20
銀仙,千里中央駅 233m,寿司,,,9,,-,-,大阪府豊中市新千里東町2-1 千里阪急ホテル 東館 2F
天丼専門店 てんき 庄内駅前店,庄内駅 116m,天丼,,3.26,57,622,～￥999,～￥999,大阪府豊中市庄内東町2-2-1
なか卯 豊中少路店,少路（大阪モノレール）駅 279m,牛丼、親子丼、うどん,,3.03,29,127,～￥999,-,大阪府豊中市少路1-460-1
